Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,order-npnb,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,ANSWER,target,A,B,C,E,F,ShowProgressBar,D
27,1621246652458,17/05/2021 10:17:32,1621246654237,10,17/05/2021 20:17:34,52673,2,task-mowt,,12726268,5eab1e2cc8c0ac0d8262feaf,3842603,,complete,,60a238d649cbda58bc30e279,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,2560x1440,2560x1297,,Baseline - ICARRavensMatrix,2,ABC,Spreadsheet1,Spreadsheet1,12,1,1,Screen 1,advancementZone,continue_button,2103.1200000434183,,,,,0,1,0,,,,,,end,,,,,,,,,
28,1621246652772,17/05/2021 10:17:32,1621246654240,10,17/05/2021 20:17:34,52673,2,task-mowt,,12726268,5eab1e2cc8c0ac0d8262feaf,3842603,,complete,,60a238d649cbda58bc30e279,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,2560x1440,2560x1297,,Baseline - ICARRavensMatrix,2,ABC,Spreadsheet1,,,END TASK,,,,,380400,,,,,0,1,0,,,,,,,,,,,,,,,
1,1621246276104,17/05/2021 10:11:16,1621246273319,10,17/05/2021 20:11:13,52673,2,task-mowt,,12726271,5ba961708939010001907a7b,3842642,,complete,,60a2403fe89119103afe3fe7,computer,Desktop or Laptop,Windows 10,Firefox 88.0,1920x1080,1920x948,,Baseline - ICARRavensMatrix,2,ABC,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,,,,,,,
2,1621246286083,17/05/2021 10:11:26,1621246283629,10,17/05/2021 20:11:23,52673,2,task-mowt,,12726271,5ba961708939010001907a7b,3842642,,complete,,60a2403fe89119103afe3fe7,computer,Desktop or Laptop,Windows 10,Firefox 88.0,1920x1080,1920x948,,Baseline - ICARRavensMatrix,2,ABC,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,8188,,,,,0,1,0,,,,,,instructions,D,ICAR43.png,ICAR43_A.png,ICAR43_B.png,ICAR43_C.png,ICAR43_E.png,ICAR43_F.png,,ICAR43_D.png
3,1621246286505,17/05/2021 10:11:26,1621246284068,10,17/05/2021 20:11:24,52673,2,task-mowt,,12726271,5ba961708939010001907a7b,3842642,,complete,,60a2403fe89119103afe3fe7,computer,Desktop or Laptop,Windows 10,Firefox 88.0,1920x1080,1920x948,,Baseline - ICARRavensMatrix,2,ABC,Spreadsheet1,Spreadsheet1,1,1,2,Screen 2,fixation,fixation,444.46000000000095,,,,,0,1,0,,,,,,instructions,D,ICAR43.png,ICAR43_A.png,ICAR43_B.png,ICAR43_C.png,ICAR43_E.png,ICAR43_F.png,,ICAR43_D.png
4,1621246304908,17/05/2021 10:11:44,1621246302382,10,17/05/2021 20:11:42,52673,2,task-mowt,,12726271,5ba961708939010001907a7b,3842642,,complete,,60a2403fe89119103afe3fe7,computer,Desktop or Laptop,Windows 10,Firefox 88.0,1920x1080,1920x948,,Baseline - ICARRavensMatrix,2,ABC,Spreadsheet1,Spreadsheet1,1,1,3,Screen 3,buttonD,response_button_image,18300,,,ICAR43_D.png,1,0,1,0,,,,,,instructions,D,ICAR43.png,ICAR43_A.png,ICAR43_B.png,ICAR43_C.png,ICAR43_E.png,ICAR43_F.png,,ICAR43_D.png
5,1621246305253,17/05/2021 10:11:45,1621246302825,10,17/05/2021 20:11:42,52673,2,task-mowt,,12726271,5ba961708939010001907a7b,3842642,,complete,,60a2403fe89119103afe3fe7,computer,Desktop or Laptop,Windows 10,Firefox 88.0,1920x1080,1920x948,,Baseline - ICARRavensMatrix,2,ABC,Spreadsheet1,Spreadsheet1,1,1,4,Screen 4,fixation,fixation,444.4400000000023,,,,,0,1,0,,,,,,instructions,D,ICAR43.png,ICAR43_A.png,ICAR43_B.png,ICAR43_C.png,ICAR43_E.png,ICAR43_F.png,,ICAR43_D.png
6,1621246307005,17/05/2021 10:11:47,1621246304511,10,17/05/2021 20:11:44,52673,2,task-mowt,,12726271,5ba961708939010001907a7b,3842642,,complete,,60a2403fe89119103afe3fe7,computer,Desktop or Laptop,Windows 10,Firefox 88.0,1920x1080,1920x948,,Baseline - ICARRavensMatrix,2,ABC,Spreadsheet1,Spreadsheet1,1,1,5,Screen 5,advancementZone,continue_button,1682,,,,,0,1,0,,,,,,instructions,D,ICAR43.png,ICAR43_A.png,ICAR43_B.png,ICAR43_C.png,ICAR43_E.png,ICAR43_F.png,,ICAR43_D.png
7,1621246323429,17/05/2021 10:12:03,1621246319924,10,17/05/2021 20:11:59,52673,2,task-mowt,,12726271,5ba961708939010001907a7b,3842642,,complete,,60a2403fe89119103afe3fe7,computer,Desktop or Laptop,Windows 10,Firefox 88.0,1920x1080,1920x948,,Baseline - ICARRavensMatrix,2,ABC,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,buttonB,response_button_image,15395,,,ICAR44_B.png,1,0,1,0,,,,,,matrices,C,ICAR44.png,ICAR44_A.png,ICAR44_B.png,ICAR44_C.png,ICAR44_E.png,ICAR44_F.png,1,ICAR44_D.png
8,1621246323757,17/05/2021 10:12:03,1621246320366,10,17/05/2021 20:12:00,52673,2,task-mowt,,12726271,5ba961708939010001907a7b,3842642,,complete,,60a2403fe89119103afe3fe7,computer,Desktop or Laptop,Windows 10,Firefox 88.0,1920x1080,1920x948,,Baseline - ICARRavensMatrix,2,ABC,Spreadsheet1,Spreadsheet1,2,1,2,Screen 2,fixation,fixation,444.4400000000023,,,,,0,1,0,,,,,,matrices,C,ICAR44.png,ICAR44_A.png,ICAR44_B.png,ICAR44_C.png,ICAR44_E.png,ICAR44_F.png,1,ICAR44_D.png
9,1621246341901,17/05/2021 10:12:21,1621246339453,10,17/05/2021 20:12:19,52673,2,task-mowt,,12726271,5ba961708939010001907a7b,3842642,,complete,,60a2403fe89119103afe3fe7,computer,Desktop or Laptop,Windows 10,Firefox 88.0,1920x1080,1920x948,,Baseline - ICARRavensMatrix,2,ABC,Spreadsheet1,Spreadsheet1,3,2,1,Screen 1,Zone2,response_button_image,19070,,,ICAR45_F.png,1,0,1,0,,,,,,matrices,E,ICAR45.png,ICAR45_A.png,ICAR45_B.png,ICAR45_C.png,ICAR45_E.png,ICAR45_F.png,1,ICAR45_D.png
10,1621246342377,17/05/2021 10:12:22,1621246339894,10,17/05/2021 20:12:19,52673,2,task-mowt,,12726271,5ba961708939010001907a7b,3842642,,complete,,60a2403fe89119103afe3fe7,computer,Desktop or Laptop,Windows 10,Firefox 88.0,1920x1080,1920x948,,Baseline - ICARRavensMatrix,2,ABC,Spreadsheet1,Spreadsheet1,3,2,2,Screen 2,fixation,fixation,444.4200000000128,,,,,0,1,0,,,,,,matrices,E,ICAR45.png,ICAR45_A.png,ICAR45_B.png,ICAR45_C.png,ICAR45_E.png,ICAR45_F.png,1,ICAR45_D.png
11,1621246358924,17/05/2021 10:12:38,1621246356469,10,17/05/2021 20:12:36,52673,2,task-mowt,,12726271,5ba961708939010001907a7b,3842642,,complete,,60a2403fe89119103afe3fe7,computer,Desktop or Laptop,Windows 10,Firefox 88.0,1920x1080,1920x948,,Baseline - ICARRavensMatrix,2,ABC,Spreadsheet1,Spreadsheet1,4,3,1,Screen 1,Zone1,response_button_image,16560,,,ICAR46_E.png,1,0,1,0,,,,,,matrices,B,ICAR46.png,ICAR46_A.png,ICAR46_B.png,ICAR46_C.png,ICAR46_E.png,ICAR46_F.png,1,ICAR46_D.png
12,1621246359351,17/05/2021 10:12:39,1621246356907,10,17/05/2021 20:12:36,52673,2,task-mowt,,12726271,5ba961708939010001907a7b,3842642,,complete,,60a2403fe89119103afe3fe7,computer,Desktop or Laptop,Windows 10,Firefox 88.0,1920x1080,1920x948,,Baseline - ICARRavensMatrix,2,ABC,Spreadsheet1,Spreadsheet1,4,3,2,Screen 2,fixation,fixation,444.4400000000023,,,,,0,1,0,,,,,,matrices,B,ICAR46.png,ICAR46_A.png,ICAR46_B.png,ICAR46_C.png,ICAR46_E.png,ICAR46_F.png,1,ICAR46_D.png
13,1621246379678,17/05/2021 10:12:59,1621246377231,10,17/05/2021 20:12:57,52673,2,task-mowt,,12726271,5ba961708939010001907a7b,3842642,,complete,,60a2403fe89119103afe3fe7,computer,Desktop or Laptop,Windows 10,Firefox 88.0,1920x1080,1920x948,,Baseline - ICARRavensMatrix,2,ABC,Spreadsheet1,Spreadsheet1,5,4,1,Screen 1,buttonC,response_button_image,20308,,,ICAR47_C.png,1,0,1,0,,,,,,matrices,B,ICAR47.png,ICAR47_A.png,ICAR47_B.png,ICAR47_C.png,ICAR47_E.png,ICAR47_F.png,1,ICAR47_D.png
14,1621246380778,17/05/2021 10:13:00,1621246377671,10,17/05/2021 20:12:57,52673,2,task-mowt,,12726271,5ba961708939010001907a7b,3842642,,complete,,60a2403fe89119103afe3fe7,computer,Desktop or Laptop,Windows 10,Firefox 88.0,1920x1080,1920x948,,Baseline - ICARRavensMatrix,2,ABC,Spreadsheet1,Spreadsheet1,5,4,2,Screen 2,fixation,fixation,444.4399999999878,,,,,0,1,0,,,,,,matrices,B,ICAR47.png,ICAR47_A.png,ICAR47_B.png,ICAR47_C.png,ICAR47_E.png,ICAR47_F.png,1,ICAR47_D.png
15,1621246420757,17/05/2021 10:13:40,1621246418338,10,17/05/2021 20:13:38,52673,2,task-mowt,,12726271,5ba961708939010001907a7b,3842642,,complete,,60a2403fe89119103afe3fe7,computer,Desktop or Laptop,Windows 10,Firefox 88.0,1920x1080,1920x948,,Baseline - ICARRavensMatrix,2,ABC,Spreadsheet1,Spreadsheet1,6,5,1,Screen 1,buttonD,response_button_image,40650,,,ICAR48_D.png,1,0,1,0,,,,,,matrices,D,ICAR48.png,ICAR48_A.png,ICAR48_B.png,ICAR48_C.png,ICAR48_E.png,ICAR48_F.png,1,ICAR48_D.png
16,1621246421241,17/05/2021 10:13:41,1621246418781,10,17/05/2021 20:13:38,52673,2,task-mowt,,12726271,5ba961708939010001907a7b,3842642,,complete,,60a2403fe89119103afe3fe7,computer,Desktop or Laptop,Windows 10,Firefox 88.0,1920x1080,1920x948,,Baseline - ICARRavensMatrix,2,ABC,Spreadsheet1,Spreadsheet1,6,5,2,Screen 2,fixation,fixation,444.4199999999837,,,,,0,1,0,,,,,,matrices,D,ICAR48.png,ICAR48_A.png,ICAR48_B.png,ICAR48_C.png,ICAR48_E.png,ICAR48_F.png,1,ICAR48_D.png
17,1621246467879,17/05/2021 10:14:27,1621246464775,10,17/05/2021 20:14:24,52673,2,task-mowt,,12726271,5ba961708939010001907a7b,3842642,,complete,,60a2403fe89119103afe3fe7,computer,Desktop or Laptop,Windows 10,Firefox 88.0,1920x1080,1920x948,,Baseline - ICARRavensMatrix,2,ABC,Spreadsheet1,Spreadsheet1,7,6,1,Screen 1,buttonC,response_button_image,45979,,,ICAR50_C.png,1,0,1,0,,,,,,matrices,E,ICAR50.png,ICAR50_A.png,ICAR50_B.png,ICAR50_C.png,ICAR50_E.png,ICAR50_F.png,1,ICAR50_D.png
18,1621246468254,17/05/2021 10:14:28,1621246465217,10,17/05/2021 20:14:25,52673,2,task-mowt,,12726271,5ba961708939010001907a7b,3842642,,complete,,60a2403fe89119103afe3fe7,computer,Desktop or Laptop,Windows 10,Firefox 88.0,1920x1080,1920x948,,Baseline - ICARRavensMatrix,2,ABC,Spreadsheet1,Spreadsheet1,7,6,2,Screen 2,fixation,fixation,444.4200000000128,,,,,0,1,0,,,,,,matrices,E,ICAR50.png,ICAR50_A.png,ICAR50_B.png,ICAR50_C.png,ICAR50_E.png,ICAR50_F.png,1,ICAR50_D.png
19,1621246480210,17/05/2021 10:14:40,1621246477786,10,17/05/2021 20:14:37,52673,2,task-mowt,,12726271,5ba961708939010001907a7b,3842642,,complete,,60a2403fe89119103afe3fe7,computer,Desktop or Laptop,Windows 10,Firefox 88.0,1920x1080,1920x948,,Baseline - ICARRavensMatrix,2,ABC,Spreadsheet1,Spreadsheet1,8,7,1,Screen 1,buttonC,response_button_image,12551,,,ICAR53_C.png,1,0,1,0,,,,,,matrices,C,ICAR53.png,ICAR53_A.png,ICAR53_B.png,ICAR53_C.png,ICAR53_E.png,ICAR53_F.png,1,ICAR53_D.png
20,1621246480679,17/05/2021 10:14:40,1621246478224,10,17/05/2021 20:14:38,52673,2,task-mowt,,12726271,5ba961708939010001907a7b,3842642,,complete,,60a2403fe89119103afe3fe7,computer,Desktop or Laptop,Windows 10,Firefox 88.0,1920x1080,1920x948,,Baseline - ICARRavensMatrix,2,ABC,Spreadsheet1,Spreadsheet1,8,7,2,Screen 2,fixation,fixation,444.4200000000128,,,,,0,1,0,,,,,,matrices,C,ICAR53.png,ICAR53_A.png,ICAR53_B.png,ICAR53_C.png,ICAR53_E.png,ICAR53_F.png,1,ICAR53_D.png
21,1621246503911,17/05/2021 10:15:03,1621246501481,10,17/05/2021 20:15:01,52673,2,task-mowt,,12726271,5ba961708939010001907a7b,3842642,,complete,,60a2403fe89119103afe3fe7,computer,Desktop or Laptop,Windows 10,Firefox 88.0,1920x1080,1920x948,,Baseline - ICARRavensMatrix,2,ABC,Spreadsheet1,Spreadsheet1,9,8,1,Screen 1,buttonB,response_button_image,23241,,,ICAR54_B.png,1,0,1,0,,,,,,matrices,A,ICAR54.png,ICAR54_A.png,ICAR54_B.png,ICAR54_C.png,ICAR54_E.png,ICAR54_F.png,1,ICAR54_D.png
22,1621246504357,17/05/2021 10:15:04,1621246501924,10,17/05/2021 20:15:01,52673,2,task-mowt,,12726271,5ba961708939010001907a7b,3842642,,complete,,60a2403fe89119103afe3fe7,computer,Desktop or Laptop,Windows 10,Firefox 88.0,1920x1080,1920x948,,Baseline - ICARRavensMatrix,2,ABC,Spreadsheet1,Spreadsheet1,9,8,2,Screen 2,fixation,fixation,444.4399999999732,,,,,0,1,0,,,,,,matrices,A,ICAR54.png,ICAR54_A.png,ICAR54_B.png,ICAR54_C.png,ICAR54_E.png,ICAR54_F.png,1,ICAR54_D.png
23,1621246528298,17/05/2021 10:15:28,1621246525854,10,17/05/2021 20:15:25,52673,2,task-mowt,,12726271,5ba961708939010001907a7b,3842642,,complete,,60a2403fe89119103afe3fe7,computer,Desktop or Laptop,Windows 10,Firefox 88.0,1920x1080,1920x948,,Baseline - ICARRavensMatrix,2,ABC,Spreadsheet1,Spreadsheet1,10,9,1,Screen 1,buttonD,response_button_image,23919,,,ICAR55_D.png,1,0,1,0,,,,,,matrices,D,ICAR55.png,ICAR55_A.png,ICAR55_B.png,ICAR55_C.png,ICAR55_E.png,ICAR55_F.png,1,ICAR55_D.png
24,1621246528734,17/05/2021 10:15:28,1621246526292,10,17/05/2021 20:15:26,52673,2,task-mowt,,12726271,5ba961708939010001907a7b,3842642,,complete,,60a2403fe89119103afe3fe7,computer,Desktop or Laptop,Windows 10,Firefox 88.0,1920x1080,1920x948,,Baseline - ICARRavensMatrix,2,ABC,Spreadsheet1,Spreadsheet1,10,9,2,Screen 2,fixation,fixation,444.4199999999837,,,,,0,1,0,,,,,,matrices,D,ICAR55.png,ICAR55_A.png,ICAR55_B.png,ICAR55_C.png,ICAR55_E.png,ICAR55_F.png,1,ICAR55_D.png
25,1621246556074,17/05/2021 10:15:56,1621246552991,10,17/05/2021 20:15:52,52673,2,task-mowt,,12726271,5ba961708939010001907a7b,3842642,,complete,,60a2403fe89119103afe3fe7,computer,Desktop or Laptop,Windows 10,Firefox 88.0,1920x1080,1920x948,,Baseline - ICARRavensMatrix,2,ABC,Spreadsheet1,Spreadsheet1,11,10,1,Screen 1,buttonC,response_button_image,26689,,,ICAR56_C.png,1,0,1,0,,,,,,matrices,E,ICAR56.png,ICAR56_A.png,ICAR56_B.png,ICAR56_C.png,ICAR56_E.png,ICAR56_F.png,1,ICAR56_D.png
26,1621246556387,17/05/2021 10:15:56,1621246553431,10,17/05/2021 20:15:53,52673,2,task-mowt,,12726271,5ba961708939010001907a7b,3842642,,complete,,60a2403fe89119103afe3fe7,computer,Desktop or Laptop,Windows 10,Firefox 88.0,1920x1080,1920x948,,Baseline - ICARRavensMatrix,2,ABC,Spreadsheet1,Spreadsheet1,11,10,2,Screen 2,fixation,fixation,444.4400000000023,,,,,0,1,0,,,,,,matrices,E,ICAR56.png,ICAR56_A.png,ICAR56_B.png,ICAR56_C.png,ICAR56_E.png,ICAR56_F.png,1,ICAR56_D.png
27,1621246557893,17/05/2021 10:15:57,1621246554779,10,17/05/2021 20:15:54,52673,2,task-mowt,,12726271,5ba961708939010001907a7b,3842642,,complete,,60a2403fe89119103afe3fe7,computer,Desktop or Laptop,Windows 10,Firefox 88.0,1920x1080,1920x948,,Baseline - ICARRavensMatrix,2,ABC,Spreadsheet1,Spreadsheet1,12,1,1,Screen 1,advancementZone,continue_button,1345,,,,,0,1,0,,,,,,end,,,,,,,,,
28,1621246558219,17/05/2021 10:15:58,1621246554783,10,17/05/2021 20:15:54,52673,2,task-mowt,,12726271,5ba961708939010001907a7b,3842642,,complete,,60a2403fe89119103afe3fe7,computer,Desktop or Laptop,Windows 10,Firefox 88.0,1920x1080,1920x948,,Baseline - ICARRavensMatrix,2,ABC,Spreadsheet1,,,END TASK,,,,,281464,,,,,0,1,0,,,,,,,,,,,,,,,
1,1621246284449,17/05/2021 10:11:24,1621246285226,10,17/05/2021 20:11:25,52673,2,task-mowt,,12726273,5e6095161a68693dc9e26545,3842655,,complete,,60a24078808df01e692eab7c,computer,Desktop or Laptop,Windows 10,Firefox 88.0,1920x1080,1920x966,,Baseline - ICARRavensMatrix,2,BCA,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,,,,,,,
2,1621246289880,17/05/2021 10:11:29,1621246290719,10,17/05/2021 20:11:30,52673,2,task-mowt,,12726273,5e6095161a68693dc9e26545,3842655,,complete,,60a24078808df01e692eab7c,computer,Desktop or Laptop,Windows 10,Firefox 88.0,1920x1080,1920x966,,Baseline - ICARRavensMatrix,2,BCA,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,3769,,,,,0,1,0,,,,,,instructions,D,ICAR43.png,ICAR43_A.png,ICAR43_B.png,ICAR43_C.png,ICAR43_E.png,ICAR43_F.png,,ICAR43_D.png
3,1621246290349,17/05/2021 10:11:30,1621246291157,10,17/05/2021 20:11:31,52673,2,task-mowt,,12726273,5e6095161a68693dc9e26545,3842655,,complete,,60a24078808df01e692eab7c,computer,Desktop or Laptop,Windows 10,Firefox 88.0,1920x1080,1920x966,,Baseline - ICARRavensMatrix,2,BCA,Spreadsheet1,Spreadsheet1,1,1,2,Screen 2,fixation,fixation,440,,,,,0,1,0,,,,,,instructions,D,ICAR43.png,ICAR43_A.png,ICAR43_B.png,ICAR43_C.png,ICAR43_E.png,ICAR43_F.png,,ICAR43_D.png
4,1621246301401,17/05/2021 10:11:41,1621246302213,10,17/05/2021 20:11:42,52673,2,task-mowt,,12726273,5e6095161a68693dc9e26545,3842655,,complete,,60a24078808df01e692eab7c,computer,Desktop or Laptop,Windows 10,Firefox 88.0,1920x1080,1920x966,,Baseline - ICARRavensMatrix,2,BCA,Spreadsheet1,Spreadsheet1,1,1,3,Screen 3,buttonB,response_button_image,11033,,,ICAR43_B.png,1,0,1,0,,,,,,instructions,D,ICAR43.png,ICAR43_A.png,ICAR43_B.png,ICAR43_C.png,ICAR43_E.png,ICAR43_F.png,,ICAR43_D.png
5,1621246301792,17/05/2021 10:11:41,1621246302637,10,17/05/2021 20:11:42,52673,2,task-mowt,,12726273,5e6095161a68693dc9e26545,3842655,,complete,,60a24078808df01e692eab7c,computer,Desktop or Laptop,Windows 10,Firefox 88.0,1920x1080,1920x966,,Baseline - ICARRavensMatrix,2,BCA,Spreadsheet1,Spreadsheet1,1,1,4,Screen 4,fixation,fixation,440,,,,,0,1,0,,,,,,instructions,D,ICAR43.png,ICAR43_A.png,ICAR43_B.png,ICAR43_C.png,ICAR43_E.png,ICAR43_F.png,,ICAR43_D.png
6,1621246303503,17/05/2021 10:11:43,1621246304325,10,17/05/2021 20:11:44,52673,2,task-mowt,,12726273,5e6095161a68693dc9e26545,3842655,,complete,,60a24078808df01e692eab7c,computer,Desktop or Laptop,Windows 10,Firefox 88.0,1920x1080,1920x966,,Baseline - ICARRavensMatrix,2,BCA,Spreadsheet1,Spreadsheet1,1,1,5,Screen 5,advancementZone,continue_button,1685,,,,,0,1,0,,,,,,instructions,D,ICAR43.png,ICAR43_A.png,ICAR43_B.png,ICAR43_C.png,ICAR43_E.png,ICAR43_F.png,,ICAR43_D.png
7,1621246315161,17/05/2021 10:11:55,1621246316010,10,17/05/2021 20:11:56,52673,2,task-mowt,,12726273,5e6095161a68693dc9e26545,3842655,,complete,,60a24078808df01e692eab7c,computer,Desktop or Laptop,Windows 10,Firefox 88.0,1920x1080,1920x966,,Baseline - ICARRavensMatrix,2,BCA,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,buttonC,response_button_image,11648,,,ICAR44_C.png,1,0,1,0,,,,,,matrices,C,ICAR44.png,ICAR44_A.png,ICAR44_B.png,ICAR44_C.png,ICAR44_E.png,ICAR44_F.png,1,ICAR44_D.png
8,1621246315598,17/05/2021 10:11:55,1621246316450,10,17/05/2021 20:11:56,52673,2,task-mowt,,12726273,5e6095161a68693dc9e26545,3842655,,complete,,60a24078808df01e692eab7c,computer,Desktop or Laptop,Windows 10,Firefox 88.0,1920x1080,1920x966,,Baseline - ICARRavensMatrix,2,BCA,Spreadsheet1,Spreadsheet1,2,1,2,Screen 2,fixation,fixation,453.3199999999997,,,,,0,1,0,,,,,,matrices,C,ICAR44.png,ICAR44_A.png,ICAR44_B.png,ICAR44_C.png,ICAR44_E.png,ICAR44_F.png,1,ICAR44_D.png
9,1621246322460,17/05/2021 10:12:02,1621246323301,10,17/05/2021 20:12:03,52673,2,task-mowt,,12726273,5e6095161a68693dc9e26545,3842655,,complete,,60a24078808df01e692eab7c,computer,Desktop or Laptop,Windows 10,Firefox 88.0,1920x1080,1920x966,,Baseline - ICARRavensMatrix,2,BCA,Spreadsheet1,Spreadsheet1,3,2,1,Screen 1,buttonC,response_button_image,6816,,,ICAR45_C.png,1,0,1,0,,,,,,matrices,E,ICAR45.png,ICAR45_A.png,ICAR45_B.png,ICAR45_C.png,ICAR45_E.png,ICAR45_F.png,1,ICAR45_D.png
10,1621246322913,17/05/2021 10:12:02,1621246323743,10,17/05/2021 20:12:03,52673,2,task-mowt,,12726273,5e6095161a68693dc9e26545,3842655,,complete,,60a24078808df01e692eab7c,computer,Desktop or Laptop,Windows 10,Firefox 88.0,1920x1080,1920x966,,Baseline - ICARRavensMatrix,2,BCA,Spreadsheet1,Spreadsheet1,3,2,2,Screen 2,fixation,fixation,453.3400000000038,,,,,0,1,0,,,,,,matrices,E,ICAR45.png,ICAR45_A.png,ICAR45_B.png,ICAR45_C.png,ICAR45_E.png,ICAR45_F.png,1,ICAR45_D.png
11,1621246336133,17/05/2021 10:12:16,1621246336973,10,17/05/2021 20:12:16,52673,2,task-mowt,,12726273,5e6095161a68693dc9e26545,3842655,,complete,,60a24078808df01e692eab7c,computer,Desktop or Laptop,Windows 10,Firefox 88.0,1920x1080,1920x966,,Baseline - ICARRavensMatrix,2,BCA,Spreadsheet1,Spreadsheet1,4,3,1,Screen 1,buttonC,response_button_image,13195,,,ICAR46_C.png,1,0,1,0,,,,,,matrices,B,ICAR46.png,ICAR46_A.png,ICAR46_B.png,ICAR46_C.png,ICAR46_E.png,ICAR46_F.png,1,ICAR46_D.png
12,1621246336588,17/05/2021 10:12:16,1621246337422,10,17/05/2021 20:12:17,52673,2,task-mowt,,12726273,5e6095161a68693dc9e26545,3842655,,complete,,60a24078808df01e692eab7c,computer,Desktop or Laptop,Windows 10,Firefox 88.0,1920x1080,1920x966,,Baseline - ICARRavensMatrix,2,BCA,Spreadsheet1,Spreadsheet1,4,3,2,Screen 2,fixation,fixation,453.3199999999997,,,,,0,1,0,,,,,,matrices,B,ICAR46.png,ICAR46_A.png,ICAR46_B.png,ICAR46_C.png,ICAR46_E.png,ICAR46_F.png,1,ICAR46_D.png
13,1621246359427,17/05/2021 10:12:39,1621246360262,10,17/05/2021 20:12:40,52673,2,task-mowt,,12726273,5e6095161a68693dc9e26545,3842655,,complete,,60a24078808df01e692eab7c,computer,Desktop or Laptop,Windows 10,Firefox 88.0,1920x1080,1920x966,,Baseline - ICARRavensMatrix,2,BCA,Spreadsheet1,Spreadsheet1,5,4,1,Screen 1,Zone2,response_button_image,22810,,,ICAR47_F.png,1,0,1,0,,,,,,matrices,B,ICAR47.png,ICAR47_A.png,ICAR47_B.png,ICAR47_C.png,ICAR47_E.png,ICAR47_F.png,1,ICAR47_D.png
14,1621246359876,17/05/2021 10:12:39,1621246360701,10,17/05/2021 20:12:40,52673,2,task-mowt,,12726273,5e6095161a68693dc9e26545,3842655,,complete,,60a24078808df01e692eab7c,computer,Desktop or Laptop,Windows 10,Firefox 88.0,1920x1080,1920x966,,Baseline - ICARRavensMatrix,2,BCA,Spreadsheet1,Spreadsheet1,5,4,2,Screen 2,fixation,fixation,453.320000000007,,,,,0,1,0,,,,,,matrices,B,ICAR47.png,ICAR47_A.png,ICAR47_B.png,ICAR47_C.png,ICAR47_E.png,ICAR47_F.png,1,ICAR47_D.png
15,1621246394011,17/05/2021 10:13:14,1621246394869,10,17/05/2021 20:13:14,52673,2,task-mowt,,12726273,5e6095161a68693dc9e26545,3842655,,complete,,60a24078808df01e692eab7c,computer,Desktop or Laptop,Windows 10,Firefox 88.0,1920x1080,1920x966,,Baseline - ICARRavensMatrix,2,BCA,Spreadsheet1,Spreadsheet1,6,5,1,Screen 1,buttonD,response_button_image,34137,,,ICAR48_D.png,1,0,1,0,,,,,,matrices,D,ICAR48.png,ICAR48_A.png,ICAR48_B.png,ICAR48_C.png,ICAR48_E.png,ICAR48_F.png,1,ICAR48_D.png
16,1621246394481,17/05/2021 10:13:14,1621246395301,10,17/05/2021 20:13:15,52673,2,task-mowt,,12726273,5e6095161a68693dc9e26545,3842655,,complete,,60a24078808df01e692eab7c,computer,Desktop or Laptop,Windows 10,Firefox 88.0,1920x1080,1920x966,,Baseline - ICARRavensMatrix,2,BCA,Spreadsheet1,Spreadsheet1,6,5,2,Screen 2,fixation,fixation,440,,,,,0,1,0,,,,,,matrices,D,ICAR48.png,ICAR48_A.png,ICAR48_B.png,ICAR48_C.png,ICAR48_E.png,ICAR48_F.png,1,ICAR48_D.png
17,1621246410819,17/05/2021 10:13:30,1621246411662,10,17/05/2021 20:13:31,52673,2,task-mowt,,12726273,5e6095161a68693dc9e26545,3842655,,complete,,60a24078808df01e692eab7c,computer,Desktop or Laptop,Windows 10,Firefox 88.0,1920x1080,1920x966,,Baseline - ICARRavensMatrix,2,BCA,Spreadsheet1,Spreadsheet1,7,6,1,Screen 1,Zone2,response_button_image,16333,,,ICAR50_F.png,1,0,1,0,,,,,,matrices,E,ICAR50.png,ICAR50_A.png,ICAR50_B.png,ICAR50_C.png,ICAR50_E.png,ICAR50_F.png,1,ICAR50_D.png
